ALAMBRE AMERICANO #12,8.14,5.9
ALICATE PLOMERO 12´´,373,326
LLAVE EMPOSTRAL SAYCO ORIGINAL,826.2,600
MEZCLADORA FREG T/NIBCO SML 979 PESAD,1377,1200
LLAVE BOLA ITALY PN40 1,360.2,300
MEZCLADORA FREG T/SAYCO PESADA,1352,1175.5
CORREDERA T/ KV 12,110,63
MARCADOR PERMANENTE,25.4,20.7
PVC ARANDELA 4,127,105
CURVA ELECT PVC 2,85,79
CAJA REGISTRO METAL 4X4X2,76.3,66
CAJA REP/NAVAJA,68,60
RONDANA 60MM,224.6,195
PRENSA PLAST INGCO 4´´,46.6,39
PRENSA PLAST INGCO 6´´,63.6,55
ADAPTADOR MEZC  1/2 X 30 MM BRONC,114.4,50
JUEGO LLAVES MEC INGC,585,509
MANGUERA ESPIRAL INGC,347.5,304
MANGUERA LAVA PELO WJ500091,148.3,110
CANDADO JAK 50MM,148.2,100
ABANICO ELITE,1504.2,1315
PALOTE MEC BENO,119,90
SWITCH MACHETE 100 AMP,233,195
BOMBA P/FUMIGAR 1.5LT DIESEL,241.5,190
TOMACORRIENTE  SUPERFICIE ESG,63.6,49
PUNTA ESTRIA (12149) #3 2´´,17,15
TORN DIABLITO 12X2 1/2,2.54,2.1
BOMBA FUMIGANTE 16 LT,1207.6,1045
CINTA A PRUEBA AGUA FINA,12.7,8
TORN ROSCA MIL #12X2 1/2,12.7,8
BISAGRA INDUMA 2´´,30,26
CANCAMO CERRADO ROSC 1/4X4,14.4,12.3
CANCAMO CERRADO ROSC 5/16X4,21.2,17
CANCAMO CERRADO ROSC 3/8X4,30,26
CAJA REGISTRO PLAST 150X150X70,152.5,145
CUBO MEC TRUP #24,123,108
CHEQUE VERT 1 SML,458,400
MACHO MILIMETRICO 8X1.5,42,36.6
MACHO MILIMETRICO 10X1.5,85,70
CINCEL TOTAL PUNTA 250M,157,138
GANCHO MAGICO 16 P/ CUADRO,46.6,40
PARRILLA METAL CROMAD,25.42,23
MANGUERA P/BOMBA 60´´,191,143
TROPICAL ESMALT IND NEG GL,1568,1460
RELLENO TROP BLANCO,449,421
ADAPTADOR TRUP 3PCS,148,117
CONECTOR TRUP MET H 5/8 (12288),106,86
RUEDA GIRAT 2 1/2 48608,364.4,330
RUEDA GIRAT 3¨ 48611,411,360
CEPILLO TOLZEN 3/1,76.3,51
ADAPTADOR TOLZEN P TALD/CUBO,220,193
CINTA DUCT TOLZEN 48MMX25M,127,110
CORTA AZULEJO TOLZEN 60CM,1292.4,1102
TROPICAL ESMALT BLC MATE NEV,466,463
PARRILLA ALUMINIO 8 PLG,170,149
PANEL EUROPEO 6 CIRC EMPOST,360,310
OFERTA ESCOBA,195,193
BROCA PLANA P/MAD CENT 5/8,59.3,48
TORN ROSCA FIERO 3/8X6,21.2,18
TORN ROSCA FIERO 7/16X5,25.4,22.4
CAJA ELECT METAL 4X4,76.3,65
CUBRE FALTA FREG C/TORNILLO,38.14,33
BASTONES SOLDABLE 14¨,233,210
BASTONES SOLDABLE 19¨,296.6,260
LLAVE TALADRO 1/2 DIESEL,68,57
MOTA HUNTER ANTI,68,57
TROPICAL ESMALT  IND DORA CL 71 GL,1525,1457
EXTENSION MEC TRUP 1/2 X2,127,110
CIZALLA TRUP CP30X 12834,2076.3,1788
CIZALLA TRUP CP18X  12832,1101.7,962
TOMA TELEFONO COAXIAL LEV/BLANCO,254.23,220
TORN ROSCA MIL #10 X 2,6.78,4.7
TORN ROSCA MIL #10 X 3,8.5,6.5
MEZCLADORA LAV FOSET 49282,576.3,505
RUEDA GIRAT 2 1/2 48605,271.2,236
ANGULO SOPORTE 3/4 WJ1002401,2.54,1.6
BARRENA TACTIX 3/8 CONC,55,46
DESTORN ESTRIA ONSITE 1/4X6,76.3,59
CUBO MEC INGCO 32 LARGO,275.42,214
CLAVO P/CLAVADORA F35,313.6,280
CORREDERA T/KV CENT 22´´,148,135
PEGATANQUE BLC,246,200
TUBO MT 3/4 FLEXIBLE,339,300
PLAY WOOD 3/8,1864.4,1800
TORN ESTUFA 3/16 X 3 44622,4.24,3.3
DISCO CORTE W MAX 4 1/2,38.13,29.5
TORN INOX 5/16 X 1 1/4,12.7,11.2
TORN INOX 5/16 X 1 1/2,17,14.2
TORN INOX 5/16 X 2,21.19,17.7
TORN INOX 5/16 X 2 1/2,25.42,20
TORN INOX 5/16 X 3,25.42,21.3
TUERCA GALV 3/16,0.42,0.35
TANQUE PRESION VERT  P/BOMBA,1314,1135
ARANDELA PLANA 1 1/4,21.2,15.5
ARANDELA PLANA 1 1/8,21.2,13.5
PVC COUPLING 4 DRENAJE,85,87
PVC COUPLING 1 1/2 DRENAJE,17,13.5
ESPATULA BENO 5,64,45
SOLDADOR ESTAÑO IRON100 AMP,212,180
SOLDADOR ESTAÑO 40 AMP,152.5,135
JUEGO CUBO ONSITE 10/1,135.6,117
ENCHUFE H P/EXTENSION,34,30
ARO 12X15,18,17
ARO 12X20,23,20.5
ARO 12X25,25.43,24.5
VASTAGO SANTUL P/LAV,144,125
FUSILBE 30 AMP SANTUL,51,39
VASTAGO SAYCO P/ LAV,80.5,66
TEFLON AMARILLO PEG,12.7,9
MACHETE BURRQUITO CIBAO,360,311
MARTILLO BENO MADERA,190.7,170
PANEL EUROPEO 4 CIRCUITO,148.3,115
ESPATULA BENO 2,42.4,39
BRAZO HIDRAULICO GRIS,1224.6,1070
LIJA GRINCO #800,30,25
ADAPTADOR P/ TINACO 1 A 3/4,110.2,93
KING AC PROYECT BLANCO CUBETA,3030,3019
SPRAY LICO BLACO C/B,106,85
CONECTOR TRUP MET M 1/2  12702,85,72.5
MACHO P/ROSCA 1/2  (12.70 MM,119,98
PULIDORA TOTAL 750W,1962,1625
CINTA MET TACTIX  5 MT,212,173
PICO TRUPER 18647,1152.5,1004
COLOR SALMON GL,296.6,290
COLOR SALMON CUBETA,1314,1350
ACCESORIO P/BAÑO,1440.67,1310
REGLETA VOLT 4 TOMAS 47181,296.6,255
REGLETA VOLT 6 SALIDA 47182,318,261
ABRAZADERA MT 4¨,68,52.3
TORN TIRAFONDO C/HEXAG 3/8X 1 1/2,3.8,2.9
PVC BENO PASTA,25.42,15
ORO SUPER BRILLO,241,203
PORTACANDADO 4 1/2¨,68,56.3
TUCAN SEALER 1GL,906.8,754
CADENA GALBANIZADA 8MM,51,37
ESCUADRA C/NINEL ALUM,144,113.5
CEDAZO CWY0217LM,30,19
ESPATULA BENO 3,46.6,41.5
CUBO MEC TRUP 3/8 #6,55,45
TORN ROSCA MIL #10X3,11.02,8
CUBO MEC TRUP 3/8 #7,55,50
CAJA OCTAG SUPLEMENTO METAL 1/2,334,26
CUBO MEC TRUP 3/8 #8,55,48.5
CUBO MEC TRUP 3/8 #9,51,43
CUBO MEC TRUP 3/8 #10,55,48.4
CUBO MEC TRUP 3/8 #11,63.6,56.6
CUBO MEC TRUP 3/8 #12,63.6,56
CUBO MEC TRUP 3/8 #13 13677,55,48.4
CUBO MEC TRUP 3/8 #14,59.3,52.3
CUBO MEC TRUP 3/8 #15 13679,63.6,55.4
CUBO MEC TRUP 3/8 #17,67.79,56.3
CUBO MEC TRUP 3/8 #18,76.27,64
CUBO MEC TRUP 3/8 #19,76.27,64
VALVULA GAS PRESIMEX,542.4,475
LINOLIO NUEVO,178,152
TORN DIABLITO 14X2,2.29,1.95
DESAGUE P/BAÑERA COMPLET,275,220
GRAPA ESPEJO SML,38.13,35
PARRILLA ALUMINIO 6 PLG,110.2,97
BOMBA LADRONA PEDROLLO,3814,3325
NYLON DE PESCAR 0.50 MM,72,64
TORN DIABLITO 14X2 1/2,2.88,2.4
PVC TAPON REGISTRO 1 1/2¨,38.13,27
SOGA ELASTICA MOTARISTA ROJA,55,30
TIMBRE ESCOLAR,208,180
MACETA HUNTER 3LBS,389.9,368.5
PVC TAPON REGISTRO 3¨,127,106.7
PVC TAPON REGISTRO 4¨,203.4,170
UNION UNIVERSAL PVC 2¨,200,173.6
SELLO BOMBA MAYE,195,151
CAJEBOLA P/BOMBA MAYE 6003,72,56
FITTING M 1/2 X 3/8 C/TUERCA,80.5,66
EXTENSION TELEFONO 75 FT,136,110
TUERCA PRESION ANILLA 5/16,18.6,16.3
TUERCA PRESION ANILLA 1/4,15.3,13.8
TUERCA PRESION ANILLA 3/16,11,9.5
REFLECTOR P/BICI,12.7,7.9
TAPON BRONCE P/LLAVE ANG,46.6,39
VALVULA CISTERNA 3/4 C/BOYA,339,300
REMOVEDOR WORLD 16 ONZ,68,58
CLEANER K POWER 1TR,68,60
VALVULA ENT INOD T/VERO C/BOYA,157,115
BOQUILLA LAV AUTOMAT,114.4,100
PVC CODO ROSC 3/4 X 45 SCH-40,14.4,12
BRILLO,85,75
DESTAPADOR P/ INODORO KLINTEK,88.56,71.5
CAJA BREAKER 8-16 RHK,847.5,638
CABEZOTE P/CARRO SENC,67.79,54
EXTENSION ELECT NAR 20 FT,212,180
DESTORN DOBLE PUNTA GOLP,68,50
ABANICO P P/BOMBA HT,51,40
INTERRUPTOR ROOM TRIP,85,73
BARRENA CENT C 3/8X6,122.88,106.51
CLAVOS ESPECIAL 3/4 S/C,85,47.26
ADITIVO LANCO ROSADO,700,400
TUERCA CAMPANA 1/4,21.18,15.75
PORTA ROLO C/MOTA,97.5,76.5
TORN DIABLITO 6X3/4,0.38,0.3
KING IND DORADO CL 51 1/4,445,455
KING IND DORADO 18 1/4,445,432
KING IND BLANC 1/4,445,432
DESGRASANTE CICLON,119,100
NIPLE GALVANIZADO 1/4X2,17,11
CONECTOR TRUP MET H 3/4 (12286),106,85
TIRADOR DORADO,30,27.4
BOMBILLO BLUETOOTH (DJT1881XX),551,470
CHEQUE HORIZONTAL 1´´ EUROPA,631.4,550
LANCO IMPERM MAST-FLEX GL,1182,1070
LANCO IMPERM MAST-FLEX CUB,2881,2528
SWITCH PRESION P/BOMBA INGCO,1525,1547
PISTOLA TOTAL PINTAR TAT11001,911,767
CINCEL INGCO PLANO/PUNTA,225,195
REVIVIDOR DE BAT  GL,102,83
INTERRUPTOR LEV DOB SUP,123,108
INTERRUPTOR DOBLE ROOM,63.5,50
TOKA AC LILA EC,424,375
INTERRUPTOR LEV SEN SUP,106,89
TOMACORRIENTE LEVINTON SUP,106,90
DISCO LIJA NORTON #50,63.6,60
CEDAZO P/FREG AGUAMAX,42.4,36
BANDEJA ATLAS ROJA,135.6,110
CANDADO ABUS,966,845
ARANDELA PLANA 7/8,12.7,8.5
SPRAY LICO AMARILLO SOL 25,106,85
MANGUERA LAV LICO 36´´,165.3,145
GRAPA VOLTECK 6MM,21.2,18.6
CONECTOR H 1/4 (19082),64,54
CONECTOR M 1/4(19083),64,53
MANGO P/PICO TRUP FIBRA 15955,572,492
EXTENSION P/ROLO ALUM 4-6 VERD,254,218
BOMBA LADRONA TRUP 1/2 HP,2860,2695
DESTORN ESTRIA TOLSEN 1/4X4,51,40
BARRENA HILT BOSS 3/16X12,246,214
CUBRE FALTA SAYCO H,59,50
BARRENA HILT BOSS 1/4X12,254.3,223
BARRENA HILT BOSS 3/8X12,254.2,214
BARRENA HILT BOSS 5/16X12,246,214
BARRENA HILT BOSS 1/2X12,398.3,348
BROCHA ATLAS 3´´,106,95
VALVULA CISTERNA  GRAD 3/4,279.7,242
VALVULA CIST GRAD 1/2,267,225
LIJA ABRACOL 400,25.4,15
DISCO SIERRA 7 1/2 DIESEL,271.2,236
CABALLETES 34 1X6,157,138
STOPLEAK LANCO GOTERAS 8ONZ,220,141
COLA LANCO POLIRETANO 4ONZ,254,234
LENTE SEG TRANS/NEGR FORI,106,80
MARTILLO,212,190
BROCHA MASTER 1´´,30,27
MEZCLADORA LAV SAYCO LAVAT,784,670
PALA CUADRADA TRUP (17161),635.6,554
LIJA HOPEBAS 180/600,21.2,14
PALA CORTE SANTUL,457,365
SILICON URETHANO AKFIX,318,300
CINTA D ADVERTENCIA PEQ,191,150
CONECTOR P/CABLE,186.4,170
PALA CORT RABIT,457.6,410
NAVAJA KEER,25.4,21
COUPLING NEGRO 1/4,30,27
CUBRE FALTA SAYCO M,106,90
BOTA GOMA #40,339,285
BOTA GOMA #41,339,285
BOTA GOMA #42,339,285
BOTA GOMA #43,424,409
ENCHUFE PROW MACHO,106,98
MEZCLADORA BAÑ VELINO,1631.4,1300
TELA SCREEN MOSQ 60 PULG,93,75
REGULADOR SML,131.4,110
CAJA CUBO 801 462,233,171
MARTILLO FIBRA LICO,203.39,175
FLOTA D MADERA  BENO,63,25
PORTACANDADO 5 YANEX,76.3,66
CAJA REGISTRO PLAST 100X100X70,127,110
TANQUE PRESION HOR  P/BOMBA,1652.5,1500
MANGUERA FLEXICON 1/2X150,1305,993
LETRERO ABIER-CERR,30,25
PVC REDUCCION COPA  3/4X1/2,8.5,5.8
LINGA 801869,106,80
BROQUERO (MANDRIL) 3/8 [880 1081,161,125
CHEQUE VERTICAL SML 1/2,203.4,175
TAPA METAL 220,17,11
PUNTILLA 3/8¨,114.4,100
BARRENA TRUP MET 1/16,17,14.3
MARTILLO TRUP PROF  16 OZ,9332.2,860
TORN CARRUAJE 3/8 X 3,10.2,7
BALANZA DIGITAL BENO,1525.4,1235
TORN AVELLANADO 14X1 1/2,1.91,1.5
TORN AVELLANADO 14X1,1.7,1.5
TORN ALUZIN 14X1 1/2,2.5,1.8
TORN AVELLANADO 8X1,0.64,0.45
BREAKER GE FINO 15 AMP,339,295
LLAVE LAV T/SAYCO AGUAMAX,271.2,235
LLAVERO SANTUL,51,42.5
LLAVE CHORRO T/NICO 3/4,190.7,160
LLAVE CHORRO LICO PVC R/M 1/2,51,42
LLAVE LAV NIBCO 10102402,305,255
LLAVE CHORRO LICO  R/M PVC 3/4,42.37,36
MEZC P/LAV T/SAYCO,652.54,560
FILAMENTO (ALOGENO) 500W,37.29,29.5
FILAMENTO (HALOGENO) 220V 1500W,60.59,49.5
FILAMENTO (HALOGENO) 110-130V 200W,34,22.4
FILAMENTO (HALOGENO) 220-240V 200W,34,23.6
FILAMENTO (HALOGENO) J-78 120V 200W,23.31,16.5
FILAMENTO (HALOGENO) J-254 120V 1500W,41.95,31.86
FILAMENTO (HALOGENO) J-189 220V 1000W,34,23.6
BOMBA P/INFLAR TOLZEN,275,232
BROCHA SAM 1 SENC,17,14
BROCHA MARRON 2´´,36.44,31
BROCHA PRETUL 1/2,12.7,10.23
PICHORRO P/BAÑERA S/AUT,186.44,152
PORTA ROLO SML NAR,119,100
BOMBILLO LAMPARA ROCA 12,34,30
REJILLA METAL CUADRAD,97.5,76.5
CANDADO P/MOTOR,1017,865
CINTA D/C DIESEL TOOLS,51,44.5
CANALETA 1/2,59.32,54.73
BASE P/TV FIJA 14-42 PEQ,190.6,162
BASE P/TV 14-55 GIRATORIA,593.22,495
SEGUETA TRUP SIERRA 12¨ C/U (10792),211.86,188
FITTING H 3/8 X 3/8 BRONCE,50.85,45
CANDADO COMBINADO (43333),582.67,462
ADITIVO,0,255
ALAMBRE ROLLITO,85,75
ARANDELA PRESION 1/2,2.12,1.7
ABRAZADERA MT 3¨,55,46
ABRAZADERA FIERO 32M 5/8 X 1 1/4,25.4,22.4
ABRAZADERA MANG 1 1/4,18.64,13
ABRAZADERA FIERO 5/8 A 3/8,12.7,11.3
ALAMBRE PUA 250MT C/16,2161,1888
ARANDELA PRESION 1/4,0.42,0.37
ABRAZADERA FIERO 44M 3/4 A 1 3/4,30,25
ARANDELA PLANA 5/16,0.59,0.5
ARANDELA PLANA 3/8,1.27,1.1
ARANDELA FIERO PLANA 1/8,0.46,0.27
ARANDELA FIERO PLANA 1/2,6.36,5.5
ARANDELA PRESION 1/8,0.28,0.06
ARANDELA PRESION 3/16,0.37,0.16
ARANDELA PRESION 7/16,1.5,1.3
ARANDELA PRESION 3/8,1.02,0.87
ARANDELA FIERO PLANA 3/16,1.1,0.9
ARANDELA FIERO PLANA 1/4,1.27,1
ALAMBRE PUA 110M,1059,900
ABRAZADERA FIERO 114M3-9/16 X 4 1/2,55,46.6
ABRAZADERA FIERO 1 1/4X2,34,30
LLAVE AJUSTABLE MULTUSO TOLSEN,398.3,335
ALAMBRE PICADO,85,74
ARANDELA PRESION 3/4,4.24,2.5
JUEGO ACCESORIOS PUSH,445,370
ARANDELA PRESION 5/16,0.85,0.56
ARANDELA PLANA 5/8,5.08,4
CUCHILLA CALADORA TOTAL C/U,25.42,20
CANDADO COMBINACION,106,90
BARRENA TRUP C 3/16X4,38.14,32
BARRENA CENT C 3/8,60,50
BARRENA CENT C 5/16,47,39
BARRENA TRUP C 1/4X4,38.14,33.4
BARRENA CENT C 3/16,30,24
BARRENA CENT C 1/2,106,90
BARRENA SANT C 5/16,68,69
BARRENA TRUP C 5/16X6,63.6,56
BARRENA TRUP MET 7/32,80.5,70
BARRENA HILT 5/16 BENO,68,54
BARRENA TRUP MET 1/8,34,29.5
BARRENA HUNTER MET 3/8,72,34
BARRENA TRUP C 3/8,85,72
BARRENA TRUP MET 5/32,42.4,37
BARRENA TRUP MET 9/32,110.16,87.6
BARRENA TRUP MET 3/8,233,204
BARRENA TRUP C 1/2 X 12,178,148
BARRENA TRUP MET 3/16,59.3,51.3
BARRENA TRUP C 1/4 X 6 11206,50.1,45.6
BARRENA HUNTER MET 3/16,21,8
BARRENA TRUP C 1/2X6,127,106.55
BARRENA VIDRIO 5/16,114.4,74
BARRENA VIDRIO 1/4,106,90
BARRENA VIDRIO 3/16,80.1,68
BARRENA TRUP MET 1/4,102,90
BARRENA MULTIUSO 3/8,149.15,112
BARRENA MULTIUSO 1/4,74.58,52
BARRENA MET BOSCH 3/16,13.98,10
BISAGRA 4X3 X 2.5 (SJT0340XY),85,51
BARRENA HUNTER MET 5/16,41.95,20
BARRENA CENT MET 1/8,38.13,33.6
BARRENA CENT MET 5/16,140,121.5
BARRENA CENT MET 1/4,97.5,85
CAJEBOLA P/BOMBA 6201,55.08,50
CONECTOR BRONCE H/M 1/2X1/2,102.54,86
BARRENA CENT MET 3/32,30,29.17
BARRENA HUNTER MET 5/32,13.98,5
CABEZOTE P/ BATERIA DIESEL,55,50
BARRENA CENT MET 1/2,445,383
BARRENA CENT MET 3/8,233,194.5
BARRENA VIDRIO 3/8,118.6,88.8
BARRENA TRUP MET 3/32,18.64,15.3
CUBO P/ CONSTRUCCION,254.3,220
BARRENA HUNTER MET I/4,32.63,13
BARRENA HILT CENT 5/8,237.28,207
BARRENA MET NEGRA 1/8,8.5,6
CANDADO HERMEX CL40XL,360.2,306
CANDADO P/BICI SANTUL 6680,200,167.6
BARRENA HILT CENT 5/16X6,110.2,96
BARRENA HILT TACTIX 1/2,110,85.6
BARRENA HILT TRUP 3/16X6,85,75
BARRENA HILT CENT 1/4,105.93,92.28
BARRENA HILT 1/4 BENO,55.08,49.5
FITTING M 3/4 A 3/8,127,110
LLAVE MEC PRET #16,102,86.3
RATICIDA,119,100
FITTING M 1/2X5/16  C/TUERCA,135.6,115
CINTA MET PRET 20 M,450,407
CINTA MET PRET 30MT,419.5,311
CANDADO GLOBE CROM) 60MM,140,113
CINTA MET PRET 8MT,254.2,226.6
MALLA P/FREGADERO,79.23,64
CINTA MET PRET 3MT,85,70
CINTA MET PRET 5M,135.6,115
CANDADO AMARILLO 32M,51,38
CANDADO YALE 50MM,800.85,675
CERRADURA BENO 13003,614.4,477
CANDADO FORTEK ANTICIZALLA 75MM,1072,938
COLA BOQUILLA FREG 1 1/2 X 8¨,25.4,18.5
CLAVO ACERO 2 1/2,76.3,72
CLAVO ACERO 2¨,85,72
CINTA MET BENO 5MTS,85,59
CEMENTO TITAN,368.64,366
CLAVO ACERO 4¨,76.3,72
CLAVO ACERO 1 1/2,76.3,72
CASCO D SEGURIDAD,165,45
CLAVO ZINC,72,65
CLAVO ACERO 3¨,76.3,72
CLAVOS ESPECIAL 3/4 C/C,85,31
CLAVOS ESPECIAL 1 1/2 C/C,85,75
TORN ROSCA 3/8 X 2 1/2,12.7,9
CLAVOS CORRIENTE 2´´,55.08,45
CAL,50.85,40
CAL VIVA,170,150
CLAVOS ESPECIAL 1 C/C,85,55
CLAVOS ESPECIAL 2¨ S/C,85,39
CLAVOS ESPECIAL 1 1/2 S/C,85,47.26
CINTA MET BENO 30MTS,195.77,150
CANDADO GLOBE DORADO,211.86,135
CADENA GALBANIZADA 3.2MM,21.2,13
CLAVOS CORRIENTE 3¨.,55.08,45
CLAVOS CORRIENTE 4¨,55.08,45
CANDADO WORLD 38MM,76.3,55
CLAVO PARED 1¨ 25 X 2.5,0.59,0.45
CLAVO PARED 1/2¨ 30 X 2.5,0.46,0.33
CUBRE FALTA FREG PRESION,25.5,18
CANDADO CENT 40MM,339,288
CINCEL PLANO 1/2 X 8 BRICKEL,93.2,77
CINCEL TRUP PLANO 1/4X5,80.5,68.5
CURVA DOBLE CAMP 1/2,6.78,4.6
CADENA GALBANIZADA 6MM,38.14,31.6
CANDADO GLOBE CROM 50MM,118.6,99
CINTA D ADVERTENCIA (NBY0046),254.23,190
CANDADO JAK 38MM,68,55
CANDADO TOLSEN 32MM,102,88.2
CANDADO MEI BAO 38MM,74.58,55
CANDADO HERMEX 50M 43317,220,192
CLAVOS ESPECIAL 1°° S/C,85,66
CEPILLO ALAMBRE FORI,85,73
CINCEL PLANO SML 5/8X8 14X200,76.3,60
CEMENTO BLANCO LIBRAS,17,13
CINCEL INGCO PUNTA DBC0112501,123,95
CIMTA MET BENO 7.5MT,139.83,107
CANDADO TOLSEN 38MM,115,90
CERRADURA SOBRE SML DER/IZQ,763,700
CLAVO CARTON,72,65
CURVA ELECT PVC 3/4,11.02,5.95
CINCEL TRUP PLANO 3/8X6,93.22,78
"CURVA ELECT 1""",12.7,9.5
CUCHULLA CENTURION 6´´,149.15,118
CUCHILLA LICUA OSTER ORG,411,390
CALCULADORA,60.59,45
FUNDA 55 GL,8.5,6.66
PIEDRA CHISPERO,13.98,10
PEPUESTO P/CHSIPERO,0,0
CUBRE FALTA 1/2 C/TORNILLO P/TUBO,42.4,36
CHISPERO TRUP,72,69
CUBRE FALTA NICO P/ BAÑERA,76.3,65
CEMENTO ARGOS,360,360
CINTA MET TOLSEN 5M,148.3,117
CEMENTO 2 LIBRA,42.4,40
CEMENTO 5 LIBRA,97.5,93
CANDADO CENT 50MM,390,338
JUEGO CEPILLO CENT P/ TALADRO,500,420
CUCHILLA P AZULEJO XINGKE,140,120
COLA EXTENSION FREG 1 1/2X 8,30,27
CANDADO FANAL 63MM,275.4,243
CANDADO HUNTER 65MM C-1103,424.15,230
COLA EXTENSION  P/LAV 1 1/4X8,21.18,19
CINCEL PUNTA 14X200,76.3,60
COLA BOQUILLA FREG 1 1/2X6,17,15.2
CINCEL PLANO SML 5/8X8 14X150,74.58,55
CANDADO YALE 30MM,360.2,302
CUCHILLA P AZULEJO PRET+,88.56,48
CANDADO YALE 40MM,546.6,460
CERRADURA CENT T/MANILLA AC,1017,850
CINCEL PLANO 16 X250 SML 5/8 X10,69.92,55
CINCEL PLANO 14 X250 SML 9/16 X 10,69.92,55
CINTA MET TACTIX  8 MT,313.4,265
CANDADO HERMEX 38MM 43315,136,118
CINTA MET CENT IND 5M,475.6,416
CINTA MET CENT 5MT,296.6,252
CEMENTO GRIS LIBRA,5.93,4.5
CUBO MEC TRUP 3/8 #22 13686,93.2,83
CORTA AZULEJO CENT 60CM,4195,3646
DISCO SIERRA CENT 7 1/2,386.86,381.4
CINTA D/C WURTH,63.6,53
DISCO FLAPER PRET 4 1/2 #40,106,84
DISCO FLAPER PRET 4 1/2 #60 PRET,130.5,105
MARCO P/SEGUETA BENO,182.2,160
DISCO DIAMANT CENT TURBO 4 1/2,372.88,325
DISCO FLAPER PEGATEC 4 1/2 #80,54,42
DISCO DIAMANTADO UOFFC4 1/2,127.11,104
DISCO FLAPER PEGATEC 4 1/2 #120,54,42
DISCO FLAPER PEGATEC 4 1/2 #60,54,42
DISCO FLAPER PEGATEC 4 1/2 #40,54,42
DISCO CORTE METABO 4 1/2,106,93
DISCO CORTE TACTIX 4 1/2,42.4,35
DISCO CORTE PRETUL 7¨,67.8,53
TESTER  DIGITAL GRAD DT266,445,365
DISCO FLAPER WURTH 4 1/2 #40,111.86,89
DISCO DIAMANT  INGCO 7´´,275,220
DISCO FLAPER WURTH 4 1/2 #80,93.22,76.7
DISCO FLAPER WURTH 4 1/2 #120,102,86.2
DISCO DIAMANTADO 7,330.5,288
DISCO CORTE METABO 9* INOX,220,189
DISCO CORTE METABO 7* INOX,165.3,145
DESTORN PLANO PRETUL 1/8 X 6,38.14,32
CLAVOS CORRIENTE 2 1/2´´,55,45
ESPATULA LANCO 2,114.4,95
CAJA ELECT 2X4 PVC,25.42,20
EMBUDO P/GRECA 3 TAZAS,27.96,19
EMBUDO P/GRECA 12 TAZAS,41.95,33
ESCUADRA NEGRA 16X24,237.3,203
ESCUADRA TRUP 16X24,457.6,401
ESCUADRA TRUP EC12'' 14376,297,254
ESCUADRA CENT 12'',317.8,275
ESCUADRA TRUP 14386 PEQ,170,141
CURVA ELECT PVC  1 1/2 PVC,38,30
CINTA ELECTRICA PVC 15M,200,180
CINTA ELECTRICA PVC 20M,258,225
EXTENSION P/ ROLO ALUM 2-4 FT,214.41,170
EXTENSION P/ROLO TRUP 12(10547),106,89
EXTENSION P/ROLO TRUP 24 (10548),190.6,165
EMBUDO P/GRECA 6 TAZAS,30,24
ESCUADRA NEGRA PEQ,85,70
EXTENSION P/ROLO TRUP 30 (10549),233,200
ESPATULA BENO 2 1/2,38.4,31.5
EMBUDO P/GRECA 9 TAZAS,38.2,30.8
CUBRE FALTA PP,85,70
CONDUFLE 1X100,6.8,5.6
FREGADERO SENC 25X22¨,1186,1062
FLOTA DE GOMA ROJA,85,68
FREGADERO DOBLE 33X22¨ 3H,1525,1350
FLOTA GOMA,55,50
FLOTA GOMA BLANCA,127,120
FLOTA D MADERA,51,42
GRAPA PUA,72,61
GUANTES TOLZEN OBRERO,170,150
GOMA P/GRECA 12 TAZAS,12.7,10.9
GOMA REGULADOR,12.7,8
GUANTE TOTAL TSP12105,135.59,112
GUANTE PLASTICO NARANJA M/L,63.6,55
GANCHO P/VARILLA,93.22,80
GUANTE AMARILLO SML,63.55,55
REGULADOR ITALIA,135.59,118.45
GUANTES PRET 21830,81,69.4
GUANTE TRUPER 14244,148.3,130
GUANTE TRUP 14245,212,183
GUANTES EMTOP,51,45
GANCHO S 7/8X2.5 MET,3.39,2.3
GANCHO S 2 1/2X7.6 MET,21.2,17.4
GOMA P/GRECA 6 TAZAS,12.71,7
GRECA 3 TAZAS,296.6,234
GRAPADORA PRET 27101,593.22,519.64
GOMA P/GRECA 9 TAZAS,17,12.5
CHICHARRA VERDE 1/2,224.6,225
HILO ALBAÑIL TRUP 165M,97.5,84
CARDA COPA TRUPER 4´´ (14187),445,384
CARDA COPA TRUP 1´´ (11595),114.4,98
CARDA COPA TRUP 3´´(14186),292.4,253
CHIFLON PLAST 4´´ PRET,46.61,33.7
CHICHARRA 3/8 FORI,254.23,230
HILO ALBAÑIR TRUP PEQ,59.3,48.6
NIPLE FOSET 1/2 X2,21.2,17.7
REMOVEDOR 1/4,373,352
ADAPTADOR EUROPEO NEGRO,17,6.5
EXTENSION ELECT NAR 100 FT,1326.3,1160
EXTENSION ELECT NAR 15 FT,195,166
CINCEL TRUP PUNTA 3/4 (13050),190.7,166
PICO DOBLE PUNTA (18624),449.2,387
FITTING M 1/4 X 3/8 MANG,42.4,35
PISTEL LARGO C/TUBERIA,161,139.8
RONDANA 80MM,305,265.5
TUERCA P/ABANICO,21.2,15.4
RONDANA 50MM,51,37
MAQUINA P/CABLE D RED TRUP,1102,995
BOYA P/CISTERNA 120 NAR 447-B,67.8,58.25
BALANCIN P/INODORO PVC LICO,34,27.78
