BASE P/TV FIJA 26-63 GRA,360.2,300
TEE MEC #12,72.03,60
BOYA P/CISTERNA 120 NAR EURO,46.6,39
LLAVE BOLA AMARILLA 3/4,212,190
TORN AUTORRROSCAB 8X 1 1/2,1.2,1
INSECTICIDA PLAGOX 400ML,161,133
INSECTICIDA PLAGOX 120ML,51,46.55
VALVULA GAS V=5E,360,305
BROCA PLANA P/MA CENT 3/8X6,55,46.2
BROCA PLANA P/MA CENT 1/2X6,51,45
BROCA PLANA CENT 5/8X6,85,73
BARRENA MET NEGRA 3/32 TOOLCRAFT,8.47,6
BARRENA TACTIX MET 1/4,25.42,20
INSECTICIDA PLAGOX 250ML,119,100
BARRENA TACTIX MET 3/8,63.55,52
TOPE P/PUERTA SN,59.32,45
CLAVO D ACERO 3 KOREAN,76.3,70
BROCA PLANA P/MA TACTIX 1/4X6,63.55,55
BROCA PLANA P/MA CENT 5/16X6,51,42.6
BARRENA ESCALONADA 1/4 A 3/4,750,630
MANGUERA REF 3/4X 25,576.3,411
MANGUERA REF 3/4X 50,975,740
INSETICIDA GM,127,105
RJ45 (TERM PVC  P/CABLE),4.24,3.7
CABLE DE RED,4.24,2.7
SEGUETA SENC,25.42,15
MANGUERA REF 3/4X 75,1584.75,1200
MANGUERA REF 3/4X100,1991.52,1515
PISTEL CORTO,182.2,164
TEE BRONCE LISA 3/8,63.6,53
TEE BRONCE LISA 5/16,63.6,53.1
PVC COUPLING 2 DRENAJE,25.4,20
EMBOQUILLADOR P/TUBERIA COB,784,684
BARRENA TACTIX CONCRETO 3/16,21.2,17
BARRENA TACTIX 1/4 CONCRETO,30,25.6
BISAGRA PERNIO #18 (5/8),55,51.3
LLAVE ANG CLEMO 1/2X 3/8,135.6,121.5
FREGADERO DOBLE 19X33¨ 1H,1568,1140
MACHO P/ROSCA 1/2 (12.70MM),93.3,69
FULMINANTE CAL 22 ROJO,2.97,2.5
CLAVO P/PISTOLA 1 1/4,1.7,1.33
CLAVO P/PISTOLA 1 1/2,1.86,1.48
CLAVO P/PISTOLA 2,2.3,1.78
PISTOLA P/AGUA VERDE,114.4,90
TORN ROSCA FIERO 7/16X3,17,12
SIFON SENCILLO BLUE MA,93.22,80
CLAVO D ACERO 2 1/2 KOREAN,76.3,70
SPRAY PAINT ROJO,106,86
REGLETA VOLT 46089 USB,644,559
NIVEL TORPEDO TRUP 17054,424,359
ESMALTE MARRON 1/16,68,65
CHISPERO SHINE,74.58,55
CINCEL TRUP PLANO 3/4 (12278),254,224
TORN ROSCA FIERO 7/16X1 1/2,11.9,10
PLANA CENT 9´´,220,191
PLANA CENT 6´,186.5,162
CINCEL NEGRO PUNTA,60.59,40
CINCEL NEGRO PUNTA GRUESA,83.9,70
DOMINO CAJA MARRON,288.14,240
DOMINO ESTUCHE,149.15,115
PILA RAYO 9 VOL,135.6,115
PILA RAYO AAA PAR,50.85,46.3
PILA RAYO AA PAR,68,60
FOCO RAYO 7 LED,241.5,200
FOCO RAYO 5 LED,178,150
BOMBILLO RAYO 35W,203.4,170
BOMBILLO RAYO 12W,114.4,100
BOMBILLO ASPAS 65W,360.2,308
ALICATE MEC BENO #10,212,190
ESPATULA BENO 4,51,35
CINCEL MANG AMARILLO P/P,169.5,148.5
ACIDO MURIATICO 1 LT  TOKA,50,41
VALVULA ENT FAMA INOD S/B,144,125
LAVAMANO S/PEDESTAL,1144,1080
BOTON DESCARGA P/INODORO,63.6,45
ZINC ACANALADO 3X6 CAL.29,296.61,270
THINNER TROPICAL GL,360,360
FERRE TROP 1/4,305.08,277
JABONERA SUPERF (461A),80.5,67.5
JABONERA (CWT0618SL),214.41,163
JUEGO INSTALAR CERRADURA  (23550),190.67,115.3
JUEGO P/INSTLAR PUERTA,140,122
LLAVIN SML SIN LLAVE,339,301
LLAVE FREG QUALITY,635.6,586
LIMA PLANA 15157,152.5,133
LIMA RABO TRUP 8MM,55.94,42.7
LIMA RABO TRUP (15199),127.12,112
LENTES TRUP NEG/TRAN,80.5,68.4
LIMA BELLOTA 8´´,140,120
LLANA DENTADA TRUP,212,130
CRUCETA P/LLAVE,33,17
LLAVIN YANEX  C/PUÑO,275.4,265
LLAVIN BENO C/PUÑO,318,270
LLANA LISA TRUP 15412,195,170
LLANA LISA DIESEL,85,66
LLANA TRUP (15400),305,215
LLANA TRUP (15406),258.5,224
LIMA MOTOCIERRA (SDT0064),38,22
LONA PLASTICA 6X8,93.22,55
CERROJO BENO,317.8,270
LONA PLASTICA 10X12,275,233
LONA PLAST 14X16,415,350
LLAVIN LICO,339,295
LIMA RABO 5/32 X 8 (24490),38.14,23.4
LIMA RABO 3/16 X8 (24491),38.14,23.5
LIMA RABO 7/32 X 8 (24492),46.6,38.5
LONA PLASTICA 12 X 14,280,200
LLAVE TALADR 1/2 PRET (27036),68,57
LENTES TOLZEN,93.22,76
CERROJO YALE S/P,754,637
CERRADURA YALE 10569 DER,1890,1650
CERROJO YANEX,0,0
LONA PLASTICA 8X10,169.5,100
MASILLA WURTH BLC,93,81.4
MASILLA WURTH NEG,93,76
MINI ARCO P/SEGUETA,148,127
DESCARBONIZANTE WURTH 300ML,305.08,265.5
MANGO P/PICO BELLOTA,390,341
MASILLA ACR BLANC SELSIL,85,74.01
MARTILLO TRUP PROF  20 OZ,1186,1133
MANGUERA P/GAS AMARILLA,10.17,8.5
LLAVE FREGADERO  SAYCO,629.23,500
MACETA INGCO 3LB,466,400
MASILLA LANCO BLC  1/4  PP-223-5,203.4,177
MACETA SANTUL D 4LBS,703.4,616
MACHETE BELLOTA 12¨,224.5,173
MACETA GOMA BLANCA,178,162
MACETA GOMA CENTURION 16 OZ,186.44,152
MACETA GOMA CENTURION 8 OZ,139.83,110
MARCO P/SEGUETA EMTOP,161,133
MASILLA LANCO PINE 4OZ,76.3,65
MASILLA BLANCA 10 OZ SML,85,77
MASILLA LANCO PINE 8 OZ,110,87.5
MARCO P/SG PRETUL (20017),254,215
MANGUERA TRANSP 3/4,17,12.3
MANGUERA TRANS 1/2,11.02,9
MASILLA LANCO BLC 8 OZ PP-223-7,89,74
MASCARILLA C/FILTRO AZUL,199,175
MANGUERA P/GAS AMAR REF,12.7,9.7
LLAVE AJUSTABLE PRET 6´´,161,140
MARTILLO DE BOLA 16 ONZ,190.67,147
MASCARILLA CLIMAX SUP,487.3,425
MARTILLO FIBRA ONSITE,339,294.5
MEZCLA ANTILLANA,203.4,190
MARTILLO TRUP MADERA 20 OZ,339,307
MARTILLO TRUP MADERA 16 OZ,297,260
MARTILLO TRUP MADERA 7 OZ,212,185
MARCO P/SEGUETA SANTUL,300.85,262
LLAVE FREG WJ500022,657,540
MASILLA LANCO CAOBA 4 ONZ WF-828-8,85,78
MASILLA LANCO CAOBA 8 ONZ WF-828-7,127,112
MARCO P/SEGUETA NARANJ SEN,127,108
MANGUERA TRANS 1/4,3.4,2.3
CORREDERA BLANC 14´´ (SJY0065),76,60
CORREDERA CENTRO 12´´ (CJY0052),68,50
NIVEL TRUPER 18¨¨,466,402
NIVEL TRUPER 36¨,784,779
NIVEL TRUP HILO (17058),50.8,43
NIVEL INCO 60 CM,203.4,160
NIVEL INGCO 100 CM,297,225
NIVEL TORPEDO PRETUL 9¨,144,125
NIVEL TRUPER 14(17032),390,340
NIVEL TRUPER 24¨,601,506
ABRAZADERA P/CABLE FIERO 5/16,41.95,34
ABRAZADERA P/CABLE 1/2,51,40
NIVEL BENO,170,144
ABRAZADERA P/CABLE FIERO 1/8,9.32,7.5
ABRAZADERA P/CABLE FIERO 3/16,13.98,10
ABRAZADERA P/CABLE FIERO  1/4,41.95,32
ABRAZADERA P/CABLE FIERO 3/8,42.4,35
COA 4´´ DIESEL,411,356
POLVO MOSAICO ROJO,59.3,55
POLVO MOSAICO AMARILLO,59.32,54
PALA REDONDA SANTUL,432.2,365
POLVO MOSAICO AZUL,76.3,70
CLAVO PARED 1 1/4 35 X 2.5,0.85,0.58
PALA CUADRADA PRETUL 22511,449,392
PLANA UOFFC  7¨,136,113
PALA CORTE CENT  ECS01Y,432.2,375
PUNTA ESTRIA (12147) #2 2´´,17,15
COLLAR P/PERRO 1/2 X 12,46.64,35
PESTILLO CON CADENA,153.81,120
CEPILLO ALAMBRE MADERA,34,25
COPLE RAPIDO M PRETUL,148.3,117
COPLE RAPIDO H PRET 27028,148.3,117
CLAVO PARED 1´´  30 X 2.5,0.94,0.5
CLAVO PARED 2¨ 50 X 2.5,0.94,0.5
PIEDRA P/DRIMER 5/1 CENT,163.14,130
MANGO P/MARTILLO,55.94,35
PISTOLA MASILLAR SENC,127,78
PALA CORTE MCV,339,265
PEGA HULK,144,145
PIEDRA P/DRIMER 7/1 CENT,209.75,160
CEPILLO LIJAR 5¨ DIESEL PLANO,169.49,137
PULIDORA 4 1/2 INGCO,2661,2325.8
MANGO P/MARTILLO (15911),186.5,177
PIEDRA PARED 2X2X4,55,50
MANGO P/PICO CRIOLLO,121.19,80
MANGO P/PALA,205.08,161
PIEDRA PARED 2X2X4 EUROFLEX,178,155
ASPERSOR (REGUILETE)SANTUL,190.6,162
CADENA P/PERRO 40MM,127.11,110
PIEDRA PARED 2X2X6,93.22,80
PULIDORA 700W SKIL,2406,2102
PIEDRA P/AMOLAR 8´´,41.94,31.6
PIQUETA TRAMONTINA,479,404
PATA CABRA 3/4 (10856) 60 CT,533.9,466
AUDIFONO ANT RUIDO TOTAL,275.4,130
"PLANA (MANGO VERDE) 6""",76.3,68
PLANA BELLOTA 6¨,191,164
PICO PRETUL,848,764
PALA REDONDA MANG MT,296.61,262
PEGATANQUE N/C,275.42,230
PLANA UOFFC  8¨¨,136,113
PEGADOSA,182.2,183
CHEQUE CENT PVC 1/2,116.52,90
CHEQUE CENT PVC 3/4,139.83,110
CHEQUE CENT PVC 1´´,181.78,142
PIEDRA DRIMER 5 PCS TOOL,93.22,70
CARRETILLA SANTUL 5.5 FT,5763,5200
CORDER ROPA SOGA,55.08,50
CINTA REFLECTIVA 5MT (FHX0004LK),13.98,7.2
REGULADOR PRECIMEX,699.15,610
REGULADOR AZUL,190.6,155
REGULADOR VERDE CL,136,123
REDUCCION P/MANG 1/2 X 9/16,65.25,53
REGULADOR SML C/RELOJ,203.4,150
SILICON CLEAR 1.5 OZ ABRO,74.58,62
SEPARADOR 6MM BRIK,69.92,45
RESISTENCIA P/ ESTUFA 1000W,46.61,35
SEGUETA NICHOLSON,51,45
SOGA NYLON 10MM BLANCA,127,100
SOGA NYLON 3MM,170,156
SWAPER  GOMA KLINTEK,203.4,180
SWAPER GOMA LIMPIA CRISTAL,63.6,45
RESISTENCIA P/ ESTUFA 2000W,55.94,40
SWITCH DOBLE TIRO 2X30 AMP,72.03,62
SOGA ELASTICA MOTARISTA BLANCA,63.55,50
SOGA ELASTICA MOTARISTA AMARILLA,46.6,26
SOGA ELASTICA MOTARISTA AZUL,42.4,26
SOGA ELASTICA MOTARISTA VERDE,51,26
SILICON TOOLCRAFT CLEAR 10.5 OZ,152.54,112
SOGA NYLON 4MM (3LB),127,112
ESTOPA,63.6,54
SOLDADURA BRONCE REVEST FINA,93.22,80
SOLDADURA PLATA,25.42,21.5
SOGA NYLON BLANC #6,127,106
SOGA NYLON 12MM (AZUL),127,86
SWAPER GOMA KLINTEX 57017,212,180
SOGA NYLON BLANCA/AZUL 8MM,127,100
TELA SERNIR ARENA 10X10,127,90
TENSOR  ABIERTO 3/16+,32.63,23
TENSOR 1/4 ABIERTO+,89,77.4
TARUGO VERD 1/4 - 1 1/2,0.85,0.6
TENSOR 1/4 ABIERTO CERRADO+,84.7,80
TENSOR 5/16 ABIERTO,119,95
TENSOR 5/16 ABIERTO CERRADO,119,103
TENSOR 3/8 ABIERTO+,152.5,127
SWITCH MACHETE 2 X 30 TAIWAN,487,345
TENSORES 1/4,46.61,35
TARUGO ROJ 3/16 - 1 1/2,0.56,0.3
TELA CUADRI 1/2X3X100 CAL 21,127,90
TARUGO NARANJ 3/8 X1 1/2,1.44,1.18
CINTA TRANS MARRON,55,48
TELA SCREEN MOSQ 48 PULG,72,57
TARUGO AZUL 5/16 1 1/2,0.93,0.8
TELA GALLINERO 36¨¨,85,60
TIRALINEA TOTAL 30M,190.7,160
CORTA TUBO PVC TOLSEN,305,256.5
TALADRO TRUP 15679,2428,2120
TALADRO TOTAL 680W,1949,1612
CORTA TUBERIA TACTIX,297,256.5
VIOLIN CENTRO BELLOTA,275.4,240
VIOLIN CANTO,209.75,170
VALVULA TANQUE D GAS,326.27,250
GOMA P/GRECA 3 TAZAS,9.32,7
YESO,6.78,4.5
YESO FUNDA,288,290
ZINC ACANALADO 3X6 CAL.34,279.7,254
BARRA P/CORTINA DORADA 24X 48,55,50
BARRA P/CORT DORADA 48X84,93.22,80
BARRA P/CORT DORADA 84X120,144.5,112
BARRA P/CORTINA COSTA  28-48,72.03,53
BARRA P/CORTINA BLC 48-84,106,90
CORTA VIDRIO UNIVERSAL,178,162.4
CINTA DUCTO 30M PRET 20529,148.3,125
CINTA TRANSP 2X30 YARD,30,27
CINTA TRUPER  D/C 19X1.5M,51,44
CINTA TRUPER D/C 19X5M,106,87
CINTA TRUPER D/C 25X5M,106,83
CORTA VIDRIO TOTAL,92.22,79
CINTA TRANSP 2 X 90 TOLZEN,85,63
TORN AVELLANADO 10X1,1.18,0.87
TORN AVELLANADO 10X1 1/2,0.85,0.72
TORN AVELLANADO 10X2,1.27,0.9
DESTORN ESTRIA TRUP 1/8 X6,63.6,53
DESTORN ESTRIA GOLP,67.79,50
DETORN GOLPE PLANO,60.59,45
TORN AVELLANADO 12 X 1 1/2,1.4,0.85
TORN AVELLANADO 12X1,1.27,1.08
LLAVIN YALE 10675 BRONCE,771,650
SOGA DRISA 5/16 FT,6,4.9
LLAVIN YALE 8975,741.5,625
CLVOS MAG P CUADRO 16/1 PCS,46.6,40
DISCO PULIR 4 1/2 TRUP 12569,42.4,36.7
LETRERO HAY PERRO,30,25
LETRERO 16X22 GRAND,107.21,60
LETRERO 10X16 MEDIANO,42.4,35
LETRERO 7X16 PEQUEÑO,25.4,25
LETRERO 8X12,21.2,15
PISTOLA P/MANGUERA (18480),178,150
PISTOLA MASILLAR CENT NARANJ,174,152
PISTOLA P/MANG DIESEL,284,250
PISTOLA SILICON,72.03,49
PISTOLA SILICON TRUP 5/16,212,186
PISTOLA SILICON SENC 40 W,152.5,127.44
PISTOLA MASILLAR TOLZEN,161,134
SILICONA BARRA 7X2 70MM GRUESA,13.55,12
SILICONA BARRA 11X270 FINA,8.5,6
INTERRUPTOR VOLT SUP D,32.63,23
ALAMBRE MILIMET CORD 4.0 ML #10,11.02,10.3
ABRAZADERA MT 1¨,8.5,3.5
ALAMBRE MILIMET CORD 6ML #8,19.06,17
ABRAZADERA MT  1/2¨,4.24,3.45
ADAPTADOR BRICKELL 6 SALIDAS,178.79,137
ALAMBRE MILIMET CORD 1.5 ML #14,4.87,4.3
ALAMBRE BOCINA CAL #14,2.79,2.25
ALAMBRE BATERIA NEGRO,80.5,76
ALAMBRE BATERIA ROJO,80.5,76
ABRAZADERA MT 2¨,17,14.25
ABRAZADERA MT 1 1/2,12.3,8
ANGULO SOPORTE FIERO 1 1/2¨,8.5,6.2
ADAPTADOR 3 SALIDAS SANELEC,114.4,98.5
ABRAZADERA MT 3/4,4.24,3.4
ALAMBRE MILIMET CORD 2.5ML #12,7.2,6.5
ABRAZADERA AKSI 1/2 A 3/4,8.5,6.5
PVC CLAN  3 X3/4,135.6,40
ADAPTADOR TRUP CUBO 1/4,46.6,38
ADAPTADOR EBANO CUBO 3/8,42.4,35
ADAPTADOR TRUP CUBO 5/16,42.4,35
ABRAZADERA FIERO 76M 2 1/4 a 3,46.6,40
ALAMBRE CONDUFLEX 1/2 X 100,4.66,3
ALAMBRE CONDUFLEX 3/4 X 100,5.59,4.55
ALAMBRE DUPLE #16,11.02,9.92
ANGULO SOPORTE 3 WJ1002408,10.2,6.5
ADAPTADOR A TIERRA,34,30
ANGULO SOPORTE FIERO 1¨,4.24,3.8
ALAMBRE DUPLE 14,12.71,12.5
ANGULO SOPORTE FIERO  2¨,8.5,7
ALAMBRE BOCINA #12,5.9,5.5
ADAPTADOR EUROPEO VOLT 46245,34,31.3
ABRAZADERA MT 2 OREJAS 1¨,9.32,4
ALAMBRE ELECT CORDIFLEX #8,11.75,9
ABRAZADERA MT 2 OREJAS 1/2,5.59,3
ABRAZADERA MT 2 OREJAS 3/4,8.5,6.5
ANTENA EXTERNA,170,135
ANTENA INTERNA,139.83,105
BOMBILLO HUEVO VRA.T.A,21.18,15
BARRENA  CONCRETO 1/2,37.29,30
BARRENA CONCRETO 3/8,25.42,14
BASE P/FOTOCELDA 47229,144,120
BARRENA CONCRETO 1/2,34,27
BOMBILLO INCANDECENTE 100W,25.42,22
BOMBILLO INCANDECENTE 150 Y 200W,30,25.5
BARRENA MET NEGRA 1/2,85,73.5
BISAGRA LION  2X2,30,22
BARRENA MET NEGRA 1/4,21.4,15
BREAKER GRUESO 15 AMP,80.5,71.5
BARRENA MET NEGRA 3/16,12.3,9
BARRENA MET NEGRA 1/16 HUNT,5.08,3.8
BOMBILLO BAJ CUNS RHEINKLAFT 18W,102.54,80
BREAKER GRUESO 20 AMP,80.5,70
BEAKER FINO GEN 20 AMP,153.81,75
BREAKER FINO T/GEN 30 AMP,170,75
BOMBILLO P/ LAMPARA NIPPON,41.95,30
BOMBILLO P/ LAMPARA ROSCA 27,69.92,55
BREAKER GRUESO 50,80.5,50
BREAKER GRUESO 30 AMP,80.5,71.5
BARRENA CONCRETO 3/16,12.7,8
BARRENA STACRAFT CONC 5/8X6,140,120
BARRENA CONCRETO 1/4,14.4,7
BOMBILLO LED 12W,110,95
BOMBILLO LED 15W,127,105
BROQUERO (MANDRIL) 3/8 (27037),190.7,162.5
BROQUERO (MANDRIL) 1/2  (27038),220,192
BOMBILLO P/NEVERA 40 W,46.61,40
BARRENA TRUP MET 5/16,178,157
BOMBILLO LED 20 W,330.5,289
BOMBILLO LED 40 W,508.5,450
BISAGRA PRESION SML NO,0,20
BOMBILLO MASTER,55,48
BISAGRA INVISIBLES T/CORTA,42.4,36
BREAKER FINO 15AMP,93.22,85
BARRENA CONCRETO 5/16,21.2,16
BISAGRA LION 4X4,118.64,100
BOMBILLO TASCHIBRA E14,157,135
PANEL EUROPEO 2 CIRCUITO,127,113
BREAKER FINO 20 AMP,80.5,60
BISAGRA INVISIBLE MAQUITO,67.8,61
BREAKER FINO 30 AMP,80.5,71.5
BREAKER FINO T/GEN 20A,170,75
BOMBILLO RECARGABLE SANSUNG 9W,339,290
BISAGRA  INVISIBL HERMEX,51.27,40
BISAGRA LION 2 1/2,34,20
BOMBILLO BAJ ESPIRAL 65W,148.3,114
BISAGRA TEE 8¨,68,58
BOMBILLO RECARGABLE INLEC,170,150
BISAGRA PRESION AB,34,30
BARRENA CENT MET 5/32 BLISTER,46.6,40
BARRENA CENT MET 3/16,63.6,53
BOMBILLO MERCURIO 175W,163.14,120
CANCAMO 1/8,1.86,0.55
BREAKER EUROPEO 1P/16 AMP,76.27,60
BREAKER EUROPEO 1P/20 AMP,76.3,66
BREAKER EUROPEO 1P/32 AMP,76.27,65
BARRENA MET NEGRA 3/8,38,34
BREAKER EUROPEO 1P/50 AMP,76.3,52
PANEL EUROPEO 1-2 CIRC,55,47
BISAGRA LIBRO 1 X 1,9.32,3.8
BISAGRA INDUMA 1 1/2 AC,25.4,22.5
BISAGRA HERM 2 1/2 X1 1/2,10.44,8
BARRENA MET NEGRA 5/32,8.5,7
BISAGRA LION 3°°,55,50
BARRENA TACTIX 5/16 CONCRET,34,26
BISAGRA INVISIBLES RECTA,55,50
BOMBILLOS LED RECARGABLES,153.81,140
CARBON P/PULIDORA,69.92,40
CAJA BREAKER 4 A 8,805,720
CINTA FIBRA D VIDRIO CENT,190.67,150
CUBO MEC TRUP #12 13262,93.22,78
CAJA BREAKER 2 A 4 CIRCUITOS,466.1,425
CUBO MEC TRUP #13 13263,89,79
CUBO MEC TRUP #14 EXAG 13264,80.5,70
CANCAMO ABIERTO 22X100,4.3,3.2
COLA BLANCA COPEY 1/8 GL,85,55
CANCAMO ABIERTO 21X80,3.27,1.33
CANAMO ABIERTO 20X70,2.79,1.1
CAJA 2X4 PLASTICA (DJI-0711),18.64,13
CAJA OCTAG METAL 1/2,63.6,55
CERRADURA P/GAVETA (138-22C),55,40
CERRADURA P/GAVETA 32C,55,32
CEMENTO CONTACTO LANC 4 OZ,72,62.5
CAOBIN 1/2 LITRO,63.6,54
RESBALADORES 1¨ BLANCO,2.12,1.85
RESBALADORES BLANC 7/8,1.27,1
CUBO MEC TRUP #15 13529,80.5,69.5
CAJA BREAKER 2 CIRCUITO T/GE,203.4,175
CARBOZOTA TOKA 1 LT,114.4,88
CABLE JUMPER 400W,483,405
CUCHILLA P/LICUAD OSTER (4961),136,117
CAJA ELECT METAL 2X4 DE 1/2,59.33,50
CERRADURA LEVA,72,62
CIERRE PUERTA (SJT0126),402.54,350
CUCHILLA P/CAL MET TOTAL,25.42,23
CERRADURA D VIDRIO,127,112
CUBO MEC TRUP #16 13530,89,77.5
CAJA ELECT METAL 2X4 DE 3/4,55,38
CANCAMO ABIERTO 23X110,11.02,8.7
CUBO MEC TRUP #21 13271,123,102
CUBO MEC TRUP #17 EXAG 13267,97.5,85.7
CANALETA 1 1/2,105.93,75
CANALETA 20MM 3/4 X 6,80.5,72
CAPACITOR BOMBA 30MF+5%,127.2,111
CUBO MEC TRUP #18 13532,106,90
CANCAMO ABIERTO 5X3/8,38.14,35
CANCAMO CERRADO 21 X 80,2.79,1.37
COLA BLANCO COPEY 8 OZ,55,38
CUBO MEC TRUP #19 13533,85,78.4
CARBOZOTA TOKA 1/2 L,50.8,44
CUBO MEC TRUP #20 13534,76.27,58.3
CAJA OCTAG PVC,25.4,20
CANCAMOS OJO CERRADO,0.33,0.2
CUBO MEC TRUP #32 13545,199.15,175
CANDADO COLIMA CIRCULAR 60MM,296.6,248
CANCAMO DORADO 2´´,5.08,4
CANCAMO DORADO 1 1/2´´,3.39,2.65
CURVA ELECT PVC 1/2,6.78,5.5
CANCAMO DORADO 1 1/4´´,2.54,1.8
CONECTOR COAXIA P/TV,8.5,5.7
CONECTOR TV 120N-17 OLYMPIA,37.29,28
CONECTOR P/TEL OLYMPIA,37.29,28
PULSADOR TIMBRE OLYMPIA,55,28
CINTA ELECT MET 100 FT DIESEL,1314,1180
CONECTOR P/VARILLA TIERRA,55.1,50
CEPILLO LIJAR 8´´ DIESEL PLANO,265.68,205
VARILLA P/TIERRA 5/8 X 8,474.5,400
CORREDERA BLANCA P/GABETA 16¨,85,70
CORREDERA T/KV # 18,148.3,103
CONECTOR H 1/4 PRETUL (27022),37.29,27.5
CAJA OCTAG METAL 3/4,55,33
CORREDERA BLANCA 12´´,65.6,32
CORREDERA T/KV # 16,144,88
CORREDERA T/KV # 14,135.6,115
CEMENTO FLASH CONT 16 OZ,228.8,181.2
CATALIZADOR P/RESINA,2022.88,2360
SWITCH P/VEHICULO 6P 552,106,98
LIMPIADOR DE CONTACTO 500ML,250,201.8
CANALETA 1/2 X 1/2 OVALADA,76.3,65
EXTENSION MEC TRUP 1/2X10 (13418),343,299
NUDO UNIV TRUP 2 1/4 (13428),165.3,130
CONTROL UNIVERSAL P/AIRE,294.03,233.6
CONECTOR ANT PROFESIONAL,21.2,17.3
CANCAMO ABIERTO 1/16,2.79,1.3
CEMENTO FLASH CONT  1/4,415.3,328.5
CABLE AUDIO/VIDEO,103.18,79
COLA UNIV 16 OZ,220,187
CANCAMO ABIERT PLAT 5/32,3.73,0.68
CANCAMO ABIERTO 1/4,8.5,7
CONDUFLE 3/4 X 100,5.9,5
CONDUFLE 1/2 X 100,4.24,3.45
CAPACITOR BOMBA 25MF+5%,106,80
ADAPTADOR TRUP MEC 1/2-3/8 (13422),106,90
CEMENTO CONTACTO SPARKO,50.84,40
EXTENSION MEC TRUP 3/8X8 (13665),127,110
EXTENSION MEC TRUP 3/8X6 (13916),140,120
BOMBILLO LED 9W,106,82.3
CANALETA 24X6  1´´,102,78
EXTENSION MEC TRUP 1/2 X5 13416,212,184
BARRA CORREDIZA TRUP (13432),228.8,180
CUBO MEC TRUP #9 13523,80.5,69
CONTROL INTELIGENTE 2163,115,92.3
CONTROL UNIVERSAL,93.2,74.4
CUBO MEC TRUP #10,80.5,69.6
CUBO MEC TRUP #11 13525,80.5,70
CEROJOS SML,247.96,190
DISCO LIJA NORTON  #100,63.6,62
DISCO SIERRA 4.5X24,127,112.5
LIJA NORTON AGUA 400,21.9,18
LIJA NORTON ESMERIL 60,29.7,27
LLAVE AJUSTABLE PRETUL #8,254.24,216
ABRAZADERA FIERO 2-9/16 A 3 1/2,38.4,35.7
TORN TIRAFONDO 8X2,1.52,1.12
TORN TIRAFONDO 14X2,3.4,2.83
REMACHE 1/8 X1/2,0.68,0.6
TUERCA GALVANIZADA 7/16,3.4,2.5
TUERCA GALVANIZADA 1/2,5.08,4.5
TORN DIABLITO 6X1 1/2,0.85,0.6
DESTORN EMTOP VARIADO,186.4,155
ALAMBRE TRINCHERA.,529.7,428
TORN DIABLITO 10X4,3.81,3.34
TORN DIABLITO 12X4,4.4,3.8
LIJA ESMERIL TRUP 80,34,30
LIJA AGUA 50 BLC,17,7
TORN DIABLITO 14X4,5.72,4.9
LIJA ESMERIL SILOX #100,30,26.5
DISCO LIJA NORTON  #120,63.6,60
JUEGO DESTOR P/CELULARES.,76,55
TORN TIRAFONDO 8X3,2.8,2.44
LIJA ESMERIL TRUP 120,42.4,37
TORN TIRAFONDO 14X3,5.08,4.16
MULTIMETRO TRUP 10400,381.4,329
DISCO LIJA NORTON #60,63.6,62
DISCO PULIR BELLOTA  9¨,139.83,75
LIJA ESMERIL NORTON #80,30,24
MACHO P/ROSCA 5/16 TRUP (11407),149.16,118
DISCO LIJA EUROFLEX #36,59.3,54
DESTORN ESTRIA ONSITE 1/4X12,135.6,114
DESTORN PLANO BENO 1/4X10,102.54,75
MASILLA NEGRA SML,68,55
LIJA AGUA 2500,25.4,17.7
LIJA AGUA 2000,25.4,17.7
LIJA AGUA 1000,25.4,17.7
LIJA AGUA 1500,25.4,17.7
DESTORN DOBLE PUNTA,69.92,45
DESTORN ESTRIA ONSITE 1/4 X 1 1/2,51,45.6
DESTORN PLANO PRET 3/16X3,42.4,37.2
DESTORN ESTR MANG NARANJA,47,40
DESTORN ESTRIA MANG ROJO,29.7,22
DESTORN PLANO TRUP 1/4X6,119,95
DESTORN HUNTER 2/1 (HM2104),79.23,62
DISCO LIJA EUROFLEX #60,51,51.6
DESTORN PLANO PRET 3/16X6,55.08,50
DESTORN ESTRIA PRET 3/16X6,55,51
DESTORN ESTRIA  3/16X8,80.5,67
DESTORN ESTRIA PRET 1/4X6,76.3,66
DESTORN ESTRIA BENO 1/4X4,42.4,36
DESTORN PLANO BENO 1/4X4,38.14,32
DISCO LIJA KINGONE #80 7¨,37.29,28
DISCO LIJA DIGIDISK #80,42.4,37
DESTORN PLANO GOLP 1/4X8,67.79,50
DISCO LIJA TRUP 4 1/2  #50,34,27.5
LIJA NORTON AGUA #220,21.9,18
DISCO LIJA ABRACOL #24,51,35
DESTOR CENTURION ESTRIA 6´´,83.9,63
DISCO LIJA EUROFLEX #50,51,51
DISCO LIJA TRUP 4 1/2 #120,34,27.5
DISCO LIJA NORTON 80,63.6,62
LIJA ESMERIL STARCRAFT #40,25.4,17
MACHO P/ROSCA 1/4 (6.35MM),30,26
MACHO P/ROSCA 5/16  (8 MM),50.1,42.6
DESTORN PLANO BRICK 6X150MM,74.39,57
MACHO P/ROSCA 3/8 (9.65MM),76.3,58.3
MACHO P/ROSCA 3/16 (5 MM),25.17,19.6
